REEF-No,NAME,FORMATION,SYSTEM,SERIES,INTERVAL,LAT,LON,PALEO-LAT,PALEO-LON,REF,BIOTA MAIN,BIOTA SEC,COUNTRY,PBDB,REMARKS
1036,"SW Kuznesk Basin,",,Devonian,Middle Devonian,Givetian-Frasnian,54.3333,83.5,30.2754,20.4834,680,Corals,,Russia,,read more
1037,Anzhero-Sudzhenska,,Devonian,Middle Devonian,Givetian,56.1667,86,30.4153,17.1684,680,Corals,,Russia,84386,read more
1038,N-Kuznesk Basin,,Devonian,Middle Devonian,Givetian,55.1667,87,31.4249,17.8053,680,Corals,,Russia,,read more
1039,Minusinsk Basin,,Devonian,Middle Devonian,Givetian,51.5,91,35.438,19.8927,680,Corals,,Russia,,read more
1040,"Bol-shoy Ol doy River, Amur",,Devonian,Middle Devonian,Givetian,54.6667,123.5833,44.1861,-3.13567,680,Corals,,Russia,,read more
1041,"Shantar Island, Khabarovsk",,Devonian,Middle Devonian,Givetian,54.75,137.6667,44.7539,-14.5004,680,Corals,,Russia,,read more
1042,Sette Daban Range,,Devonian,Middle Devonian,Givetian,60.1667,137,39.3824,-13.4423,680,Corals,,Russia,83928,read more
1043,Tas-Khayakhtakh Range,,Devonian,Middle Devonian,Givetian,67,138,32.0423,-17.4668,680,Corals,,Russia,,read more
1044,"Talalakh R., Ushurakchan Range",,Devonian,Middle Devonian,Givetian,65.5,160.75,20.3736,-29.9203,680,Corals,,Russia,,read more
1045,"Norilsk, Siberia",,Devonian,Middle Devonian,Givetian,69.35,88.0333,23.4528,4.55148,680,Corals,,Russia,,read more
1046,Vaygach Island,,Devonian,Upper Devonian,Frasnian,69.7167,59.5833,10.0914,5.7266,680,Corals,,Russia,,read more
1047,"Chosuov River, Urals",,Devonian,Upper Devonian,Frasnian,57,59,7.59939,18.3511,680,Stromatoporoids,,Russia,,read more
1048,Kolyvan-Tomsk Trough IV,,Devonian,Upper Devonian,Frasnian,58.5,85,29.2947,16.0523,680,Corals,,Russia,,read more
1049,Uralo-Povolzhiya,,Devonian,Upper Devonian,Frasnian,57.3333,55.5,5.822,17.6028,680,Corals,,Russia,,read more
1050,"Inzer River, Urals",,Devonian,Upper Devonian,Frasnian,54.1667,57.5,6.17697,20.9627,680,Stromatoporoids,,Russia,84377,read more
1051,Buzuluk depression,,Devonian,Upper Devonian,Frasnian,52.8333,52.3333,2.86455,21.4583,680,Stromatoporoids,,Russia,,read more
1052,Teplov,,Devonian,Upper Devonian,Frasnian,51.5,51.5,1.97797,22.5786,680,Stromatoporoids,,Russia,,read more
1053,"North Kharyakha, Pechora",,Devonian,Upper Devonian,Frasnian,67.75,56.5,8.63608,7.48144,680,Microbes,,Russia,,read more
1054,"W Tebuk, Timan",,Devonian,Upper Devonian,upper Frasnian,63.6667,54.6667,6.97602,11.3228,1981,Corals,,Russia,,read more
1055,"Unnamed, Pechora",Ukhta,Devonian,Upper Devonian,Frasnian,65.75,55.5833,7.84819,9.37449,680,Microbes,,Russia,,read more
1056,"Maloichsk Field, Siberia",,Devonian,Middle Devonian,Givetian-Frasnian,56.6667,78.1667,26.5784,19.4112,1394,Stromatoporoids,,Russia,,read more
1057,"Kemerovo, Kuznesk Basin, Siberia",Zarubino,Devonian,Upper Devonian,lower Frasnian,55.5,85.5,30.8928,19.0038,1695,Corals,,Russia,84374,read more
1058,"Kondoma River, Kuznezsk",,Devonian,Upper Devonian,Frasnian,53.25,88.5,33.4744,20.4261,680,Corals,,Russia,,read more
1059,S Verkhoyansk,,Devonian,Upper Devonian,Frasnian,63.3333,136,38.6437,-11.4901,680,Corals,,Russia,,read more
1060,"Yasachnoy River, B. Tuonnakh",,Devonian,Upper Devonian,Frasnian,63.5,150.75,36.3466,-24.4084,680,Microbes,,Russia,,read more
1061,Tas-Khayakhtakh Range II,,Devonian,Upper Devonian,Frasnian,67.1667,139,34.4874,-17.2679,680,Stromatoporoids,,Russia,,read more
1062,Cis-Ural Foredeep,,Devonian,Upper Devonian,Famennian,55.3333,51.5,5.65956,19,680,Microbes,,Russia,,read more
1063,Saratov,,Devonian,Upper Devonian,Famennian,51.5,45.9167,1.09121,21.2101,680,Microbes,,Russia,,read more
1064,W-middle Urals,,Devonian,Upper Devonian,Famennian,55,59,9.63087,20.6502,680,Microbes,,Russia,,read more
1065,"Kozlayu, Pechora",,Devonian,Upper Devonian,Famennian,64.25,57.5833,11.2952,11.3686,680,Microbes,,Russia,,read more
1066,Polar Urals,,Devonian,Upper Devonian,Famennian,66,61.5,13.2843,9.98911,680,Microbes,,Russia,,read more
1067,Selennyakh Range,,Devonian,Upper Devonian,Famennian,67.8333,140.5,37.8343,-16.5177,680,Microbes,,Russia,,read more
1068,Ush-Urak Range,,Devonian,Upper Devonian,Famennian,66,160,28.787,-30.0597,680,,,Russia,,read more
1069,"Yasachnoy River, Tuonnakh II",,Devonian,Upper Devonian,Famennian,63.5,150.75,40.9925,-23.1809,680,Microbes,,Russia,,read more
1070,"Omolon River, Magadan",,Devonian,Upper Devonian,Famennian,64,161,29.4971,-32.2544,680,Algae,,Russia,,read more
1071,N-Timan Range,,Carboniferous,Pennsylvanian,Gzhelian,67.5,48.5,27.2291,27.1373,680,Algae,,Russia,,read more
1072,"Vozey, Chernyshev Ridge",,Carboniferous,Pennsylvanian,Gzhelian,66.5,57,29.2108,30.364,680,Algae,,Russia,,read more
1073,Schugor River,,Carboniferous,Pennsylvanian,Moskovian-Kasimovian,64.2,58.5,26.1297,31.3279,680,Algae,,Russia,,read more
1074,North Caspian depression-east,,Carboniferous,Pennsylvanian,Gzhelian,51.3333,54,18.4295,42.1714,680,Algae,,Kazakhstan,,read more
1075,E-Koryak,,Carboniferous,Pennsylvanian,Gzhelian,62,174,48.9086,-22.8378,680,Algae,,Russia,,read more
1076,SE-Sikhote-Alin,,Carboniferous,Pennsylvanian,Gzhelian,44.5,136,38.5998,108.939,680,Algae,,Russia,,read more
1077,Pripyat-Donetsk Aulacogen,,Permian,Cisuralian,Asselian,50,31,9.50243,31.7799,680,Algae,,Ukraine,,read more
1078,"Karasal, Volgograd",,Permian,Cisuralian,Asselian,48.6667,44.5,13.6507,39.8028,680,Algae,,Russia,,read more
1079,Karachaganak-Koblandin Zone,,Permian,Cisuralian,Asselian,51.1667,52.8333,19.1548,42.0622,680,Algae,,Kazakhstan,,read more
1080,Karachaganak Field,,Devonian,Upper Devonian,Famennian,51.1667,50.8333,3.77119,22.7483,1388,Microbes,,Kazakhstan,,read more
1081,N Caspian depression SE,,Permian,Cisuralian,Asselian,48,57,21.3206,46.7793,680,Algae,,Russia,,read more
1082,E-Koryak II,,Permian,Cisuralian,Asselian,62,174,50.9086,-22.8059,680,Algae,,Russia,,read more
1083,SE-Sikhote-Alin II,,Permian,Cisuralian,Asselian,44.5,136,37.2004,110,680,Algae,,Russia,,read more
1084,"Karasal II, Volgograd",,Permian,Cisuralian,Artinskian,48.6667,44.5,16.3521,42.4693,680,Algae,,Russia,,read more
1085,Karachaganak-Koblandin Zone II,,Permian,Cisuralian,Artinskian,51.1667,52.8333,21.7392,45.0549,680,Algae,,Kazakhstan,,read more
1086,Karachaganak Field,,Carboniferous,Mississippian,Tournaisian,51.1667,50.8333,6.01402,25.2681,1388,Microbes,,Kazakhstan,,read more
1087,"Darvaz-Zaalay, N Pamir",,Permian,Cisuralian,Artinskian,38.5667,70.7667,24.8933,67.9774,680,Algae,,Tajikistan,,read more
1088,"Karakul Zone, N Pamir",,Permian,Cisuralian,Artinskian,39.0833,73.6667,30.5526,73.5881,680,Algae,,Tajikistan,,read more
1090,Languedoc,,Jurassic,Upper Jurassic,Tithonian,43.5,3.8333,35.1186,12.851,682,Algae,,France,56932,read more
1091,Piatra Craiului,,Jurassic,Upper Jurassic,Tithonian/Berriasian,45.5,25.1667,26.0982,28.5567,683,Corals,,Romania,,read more
1093,"Poleng, East Java Sea",,Neogene,Miocene,lower Miocene,-6.6694,112.9139,-6.2852,117.045,685,Corals,,Indonesia,,read more
1096,Cozla and Jibou,,Paleogene,Oligocene,Rupelian,47.25,23.2833,44.0484,21.1478,688,Corals,,Romania,,read more
1097,Anina,,Cretaceous,Lower Cretaceous,Aptian,45.0667,21.9,24.4207,26.4163,689,Corals,,Romania,,read more
1098,"Fairway Field, Texas",,Cretaceous,Lower Cretaceous,middle Aptian,32.1667,-94.7667,29.5941,-48.4993,690,Rudists,,United States,,read more
1099,"Sunoco-Felda Field, Florida",Sunniland,Cretaceous,Lower Cretaceous,lower Albian,26.6667,-81.5,21.9388,-39.4488,691,Algae,,United States,,read more
1100,Choybalsan,,Devonian,Lower Devonian,Emsian-Eifelian,47.6667,114,38.5555,47.3652,692,Corals,,Mongolia,,read more
1101,Baruun Urt,,Devonian,Lower Devonian,Emsian-Eifelian,47,113.6667,37.9615,46.8843,692,Corals,,Mongolia,79695,read more
1102,Uul Bayan,,Devonian,Lower Devonian,Emsian-Eifelian,46.6667,112,37.9106,45.3795,692,Corals,,Mongolia,,read more
1103,Mandal Ovoo,,Devonian,Lower Devonian,Emsian-Eifelian,44.6667,105,37.1989,38.7755,692,Corals,,Mongolia,,read more
1104,Hovd,,Devonian,Lower Devonian,Emsian-Eifelian,44.6667,102.3333,37.6964,36.4703,692,Corals,,Mongolia,,read more
1105,Shinejinst (Jinst),Tsagaankhaalga,Devonian,Lower Devonian,Emsian-Eifelian,44.4,99.3333,43.8301,18.8858,692,Corals,,Mongolia,,read more
1106,Baatsangan,,Devonian,Lower Devonian,Emsian-Eifelian,45.5,99,42.8548,18.1147,692,Corals,,Mongolia,,read more
1107,Orsha Depression S.W.,,Ediacaran,Ediacaran,Vendian,54,29.7,-72.361,7.58803,693,Microbes,,Belarus,,read more
1108,Mohylev,,Ediacaran,Ediacaran,Vendian,53.75,30.3833,-72.6949,8.70938,693,Microbes,,Belarus,,read more
1109,Orsha,,Ediacaran,Ediacaran,Vendian,54.5,30.3833,-71.9609,9.21795,693,Microbes,,Belarus,,read more
1110,Rogachev,,Ediacaran,Ediacaran,Vendian,53.0833,30.0333,-73.2986,7.50732,693,Microbes,,Belarus,,read more
1111,Bobruysk,,Ediacaran,Ediacaran,Vendian,53.1333,29.1667,-73.1181,5.80951,693,Microbes,,Belarus,,read more
1112,Brest,,Silurian,Ludlow,Ludlovian,52.1333,23.6667,-15.0072,0.566519,693,Bryozoans,,Belarus,,read more
1113,Brest II,,Silurian,,Llandovery,52.1333,23.6667,-28.3477,2.00448,693,Bryozoans,,Belarus,,read more
1114,Brest III,,Devonian,Lower Devonian,Lochkovian,52.1333,23.6667,-17.4558,7.31316,693,Bryozoans,,Belarus,,read more
1115,El-Qûss Abu Said,Esna,Paleogene,Paleocene,Thanetian-Ypresian,26.9,27.6,16.5579,22.6952,1592,Corals,,Egypt,,read more
1116,Peribaltic Depresion,,Silurian,,Llandovery,55,27,-24.8662,2.11312,693,Bryozoans,,Belarus,,read more
1117,Peribaltic depression,,Devonian,Lower Devonian,Lochkovian,55,27,-14.0473,6.56867,693,Bryozoans,,Belarus,,read more
1118,Orsha,,Devonian,Middle Devonian,Eifelian,54.5,30.3833,-11.0857,15.0623,693,Microbes,,Belarus,,read more
1119,Bobruysk,,Devonian,Middle Devonian,Eifelian,53.1333,29.1667,-12.4203,15.8552,693,Microbes,,Belarus,,read more
1120,Turov,,Devonian,Middle Devonian,Eifelian,52.0667,27.6667,-13.7655,16.263,693,Microbes,,Belarus,,read more
1121,Vitebsk,,Devonian,Upper Devonian,Frasnian,55.1667,30.2333,-7.74733,13.691,693,Corals,,Belarus,,read more
1122,Pripyat Depression,,Devonian,Upper Devonian,Frasnian,52,28,-10.6844,15.4911,693,Corals,,Belarus,,read more
1123,"Ozerchin, Pripyat Depression",,Devonian,Upper Devonian,lower Famennian,53.5667,27.7333,-7.0637,13.4869,693,Microbes,,Belarus,,read more
1124,Pripyat Depression III,,Devonian,Upper Devonian,Famennian,52,27.6667,-8.10913,14.6648,693,Algae,,Belarus,,read more
1125,Pripyat Depression IV,,Carboniferous,,Visean-Bashkirian,51.5,30,2.81706,23.7299,693,Algae,,Belarus,,read more
1126,Miodobor (Medobory),,Neogene,Miocene,upper Badenian,49.6667,24,49.9998,22.6674,694,Algae,,Ukraine,,read more
1127,"Maksymivka, Zbarazh + Haluschyntsi, Ternipol",,Neogene,Miocene,Badenian,49.5833,25.8667,49.9315,24.5488,2497,Corals,,Ukraine,66971,read more
1128,Zbarazh II,,Neogene,Miocene,Sarmatian,49.6667,25.8167,50.0335,24.7615,694,Algae,,Ukraine,,read more
1129,Horodnica,,Neogene,Miocene,Badenian,49.1667,25.8167,49.5145,24.5063,694,Algae,,Ukraine,,read more
1130,Torgov,,Neogene,Miocene,Badenian,49.7,23.8333,50.0317,22.4989,694,Algae,,Ukraine,,read more
1131,Bogutin,,Neogene,Miocene,Badenian,49.65,24.8333,49.9899,23.5068,694,Algae,,Ukraine,,read more
1132,Niechobrz,,Neogene,Miocene,Badenian,50,21.75,50.3144,20.3957,695,Algae,,Poland,,read more
1133,Olimpow,,Neogene,Miocene,Badenian,49.9667,22,50.2832,20.648,695,Algae,,Poland,,read more
1134,Bledowa Tyczynska,,Neogene,Miocene,Badenian,50,22.25,50.3186,20.899,695,Algae,,Poland,,read more
1136,"Shaksgam Valley, Karakorum",,Jurassic,Upper Jurassic,Upper Jurassic,36.0833,76.4125,25.1772,73.8749,697,Corals,,China,,read more
1137,"Jebel Assameur + Boukendil, Rich",,Jurassic,Middle Jurassic,Bajocian,32.2667,-4.5,27.3521,-3.28087,698,Corals,,Morocco,204643,read more
1138,"Panormide Platform, Sicily",,Jurassic,Upper Jurassic,Upper Jurassic,38.1667,13.4167,26.5715,15.628,699,Stromatoporoids,,Italy,,read more
1139,NW-Florida,,Jurassic,Upper Jurassic,Oxfordian,30.9167,-87.0833,22.7752,-34.7928,699,Microbes,,United States,,read more
1140,"Brazos County, Texas",Knowles Limestone,Cretaceous,Lower Cretaceous,Berriasian/Valanginian,30.9167,-96.0833,26.816,-47.9442,700,Corals,,United States,,read more
1141,"Miller County, Arkansas",Smackover,Jurassic,Upper Jurassic,Oxfordian,33.3333,-94.9667,26.203,-41.8846,701,Microbes,,United States,,read more
1142,"Chay Peninsula, La Rochelle",Chay,Jurassic,Upper Jurassic,lower Kimmeridgian,46.1,-1.1333,37.1349,8.65206,702,Corals,,France,32017,read more
1143,Mecsek Mountains,,Cretaceous,Lower Cretaceous,Berriasian,46.1667,18.25,29.4235,24.5497,705,Corals,,Hungary,,read more
1144,Mecsek Mountains II,,Cretaceous,Lower Cretaceous,Valanginian-Barremian,46.1667,18.25,28.3569,24.8073,1786,Corals,,Hungary,25151,read more
1145,Mecsek Mountains III,,Cretaceous,Lower Cretaceous,Albian,46.1667,18.25,26.7122,20.9164,1786,Corals,,Hungary,,read more
1146,Zaghouan,,Jurassic,Upper Jurassic,Tithonian-Berriasian,36.4,10.1667,23.4665,14.1783,706,Algae,,Tunisia,,read more
1147,Jebel Zaghouan,,Jurassic,Upper Jurassic,Tithonian-Berriasian,36.3333,10.0833,23.4387,14.0797,706,Corals,,Tunisia,68082,read more
1148,N-Friuli Platform,,Jurassic,Upper Jurassic,Oxfordian,46.25,13.1333,32.9668,21.8861,1801,Corals,,Italy,,read more
1149,Bosco de Cansiglio,Cellina Limestone,Jurassic,Upper Jurassic,Oxfordian,46.0833,12.5,33.1463,21.3689,543,Corals,,Italy,,read more
1150,"Monte Pala, Friuili Platform",,Jurassic,Upper Jurassic,Kimmeridgian,46.25,12.5833,33.1566,21.1352,708,Stromatoporoids,,Italy,,read more
1151,"Hercegnovi, Montenegro",,Jurassic,Upper Jurassic,Kimmeridgian,42.5,18.75,27.4521,22.2437,710,Stromatoporoids,,Yugoslavia,,read more
1152,"Hercegnovi II, Montenegro",,Cretaceous,Lower Cretaceous,Berriasian,42.5,18.75,27.0777,21.7836,710,Stromatoporoids,,Yugoslavia,,read more
1153,St. Germain-de-Joux,,Jurassic,Upper Jurassic,Kimmeridgian,46.1833,5.7333,37.4618,14.6188,711,Corals,,France,68426,read more
1154,Quseir,,Cretaceous,Upper Cretaceous,Campanian-Maastrichtian,26.0667,34.1667,9.72572,30.3371,712,Non-rudist bivalves,,Egypt,74535,read more
1155,Nahal Hamea-rot,,Cretaceous,Lower Cretaceous,Albian-Cenomanian,32.7,34.9667,10.0468,29.8376,781,Rudists,,Israel,74182,read more
1156,Southern Carmel,,Cretaceous,Lower Cretaceous,Albian-Cenomanian,32.5833,34.95,9.93677,29.7956,715,Rudists,,Israel,,read more
1157,Helez,,Cretaceous,Lower Cretaceous,Albian-Cenomanian,31.6,34.65,9.04263,29.3072,715,Rudists,,Israel,,read more
1158,Zikhron,,Cretaceous,Upper Cretaceous,upper Cenomanian,32.5667,34.95,11.3113,29.0357,715,Rudists,,Israel,,read more
1159,Northern Carmel,,Cretaceous,Upper Cretaceous,Turonian,32.7,35,13.1847,29.2026,715,Rudists,,Israel,,read more
1160,Shishkat,,Devonian,Lower Devonian,Lower Devonian,39.1667,68.6667,4.55047,49.3685,716,Corals,,Tajikistan,76914,read more
1161,"Farsan Islands, Red Sea",,Neogene,Miocene,Upper Miocene,16.6667,41.8333,15.3315,40.1705,717,Corals,,Saudi Arabia,,read more
1162,Jizan,,Neogene,Miocene,Upper Miocene,16.9333,42.55,15.5683,40.8936,717,Corals,,Saudi Arabia,,read more
1163,"Kamaran Island, Red Sea",,Neogene,Miocene,Upper Miocene,15.35,41.6667,14.0229,39.9465,717,Corals,,Yemen,,read more
1164,"Pueblo, Colorado",,Cretaceous,Upper Cretaceous,Campanian,38.2833,-104.6333,44.3102,-72.8003,719,Non-rudist bivalves,,United States,,read more
1165,Bauvoisin,Terres Noires,Jurassic,Upper Jurassic,Oxfordian,44.2667,5.2667,35.1022,14.8845,722,Non-rudist bivalves,,France,68189,read more
1166,"Fluvanna, Texas",,Cretaceous,Lower Cretaceous,Albian,32.9592,-101.1461,32.02,-60.9192,723,Rudists,,United States,74733,read more
1167,"Hueli, Sorbas Basin",,Neogene,Miocene,Messinian,37.05,-2.1333,37.1842,-2.66309,724,Microbes,,Spain,34472,read more
1168,Shah,Shuaiba,Cretaceous,Lower Cretaceous,Aptian,22.75,53.8333,-8.48979,41.648,725,Rudists,,United Arab Emirates,,read more
1169,"Bu Hasa, Abu Dhabi",Shuaiba,Cretaceous,Lower Cretaceous,Aptian,23.5833,53.3333,-7.55443,41.4708,725,Rudists,,United Arab Emirates,,read more
1170,Zubbara,Shuaiba,Cretaceous,Lower Cretaceous,Aptian,24.5,54.5,-7.01298,42.7784,725,Corals,,United Arab Emirates,,read more
1171,Postojna back-reef lagoon,,Jurassic,Upper Jurassic,Oxfordian/Kimmeridgian,45.9333,14.2,32.2189,22.0637,726,Corals,,Slovenia,68650,read more
1172,Cat Island Escarpment II,,Cretaceous,Lower Cretaceous,Barremian,24.7333,-75.5083,18.7726,-30.5993,727,Algae,,Bahamas,,read more
1173,Cat Island Escarpment,,Cretaceous,Lower Cretaceous,Berriasian,24.7333,-75.5083,17.667,-29.1762,727,Algae,,Bahamas,,read more
1174,Cat Island Escarpment III,,Cretaceous,Upper Cretaceous,Cenomanian,24.7333,-75.5083,18.8158,-43.9895,727,Algae,,Bahamas,,read more
1175,Villasana de Mena,,Cretaceous,Lower Cretaceous,Albian,43.0833,-3.2667,31.8754,3.818,728,Corals,,Spain,,read more
1176,Murguía,,Cretaceous,Lower Cretaceous,Albian,42.95,-2.8167,31.6344,4.12453,728,Corals,,Spain,,read more
1177,Albéniz,,Cretaceous,Lower Cretaceous,middle-upper Albian,42.8833,-2.3167,31.4433,4.49931,728,Corals,,Spain,,read more
1178,Taninul,El Abra,Cretaceous,Lower Cretaceous,Albian/Cenomanian,22.0333,-98.9333,20.5031,-63.5668,729,Rudists,,Mexico,74181,read more
1179,Jebel el Kebar,,Cretaceous,Upper Cretaceous,late Campanian,34.8833,9.4167,21.3477,10.1077,730,Rudists,,Tunisia,74533,read more
1180,Jebel Serraguia,,Cretaceous,Upper Cretaceous,Campanian,34.8333,8.5,21.4861,9.31168,730,Rudists,,Tunisia,74537,read more
1181,Loughrea,,Carboniferous,Mississippian,Tournaisian/Visean,53.2,-8.5667,-9.60221,-3.97184,731,Bryozoans,,Ireland,76445,read more
1182,Quintanaloma,,Cretaceous,Upper Cretaceous,upper Santonian,42.6667,-3.6167,32.1629,-0.553573,732,Rudists,,Spain,,read more
1183,Montsec,,Cretaceous,Upper Cretaceous,Coniacian,42.05,0.8333,30.8111,2.89683,733,Rudists,,Spain,74581,read more
1184,Montsec II,,Cretaceous,Upper Cretaceous,Campanian,42.05,0.8333,32.0089,3.84811,733,Rudists,,Spain,74604,read more
1185,Gottesacker,,Cretaceous,Lower Cretaceous,Barremian/Aptian,47.35,10.2,31.4133,20.7225,734,Corals,,Austria,74610,read more
1186,Unterklien,,Cretaceous,Lower Cretaceous,Barremian/Aptian,47.4,9.7333,31.65,20.4699,735,Stromatoporoids,,Austria,,read more
1187,Kruja,,Cretaceous,Upper Cretaceous,Santonian/Campanian,41.5167,19.5833,25.7152,19.5935,736,Rudists,,Albania,74612,read more
1188,Tomorri Mountain,,Cretaceous,Upper Cretaceous,Santonian/Campanian,40.6667,20,24.8155,19.7133,736,Rudists,,Albania,,read more
1189,Selca,,Cretaceous,Upper Cretaceous,Coniacian,42.4167,19.5,25.8439,18.006,736,Rudists,,Albania,74611,read more
1190,Kukes,,Cretaceous,Upper Cretaceous,Cenomanian/Turonian,42.0833,20.4,23.8414,17.9849,736,Rudists,,Albania,,read more
1191,Kukes II,,Cretaceous,Upper Cretaceous,Santonian/Campanian,42.0833,20.4,26.1249,20.3982,736,Rudists,,Albania,,read more
1192,Polis,,Cretaceous,Upper Cretaceous,Santonian/Campanian,41.2,20.25,25.2911,20.0515,736,Rudists,,Albania,,read more
1193,Donje Oresje,,Cretaceous,Upper Cretaceous,Santonian/Campanian,46.0083,16.25,30.6622,18.2098,737,Corals,,Croatia,11410,read more
1194,Raman Field,,Cretaceous,Upper Cretaceous,Turonian/Coniacian,37.75,41.4167,16.0731,35.3072,738,Rudists,,Turkey,,read more
1195,"Snake Creek Field, Kansas",,Carboniferous,Pennsylvanian,Virgilian,37.0833,-100.8333,-1.11189,-31.8513,739,Algae,,United States,,read more
1196,"Elk Point Basin, North Dakota",,Devonian,Middle Devonian,Givetian,48.7333,-101.9167,-24.0123,-39.7192,740,Corals,,United States,,read more
1197,"Elk Point Basin II, North Dakota",,Devonian,Middle Devonian,Givetian,48.7833,-101.4,-24.1865,-39.3938,740,Corals,,United States,81116,read more
1198,"Elk Point Basin III, North Dakota",,Devonian,Middle Devonian,Givetian,48.4167,-101.8333,-24.2931,-39.8905,740,Corals,,United States,,read more
1199,"Elk Point Basin IV, North Dakota",,Devonian,Middle Devonian,Eifelian,48.7833,-101.5833,-25.9545,-39.504,740,Corals,,United States,,read more
1200,"Hess Guyot, Mid-Pacific Mountains",,Cretaceous,Lower Cretaceous,Aptian-Cenomanian,17.8,-174.3167,-17.6907,-138.794,741,Rudists,,Pacific,,read more
1201,"Cape Johnson Guyot, Mid-Pacific Mts.",,Cretaceous,Lower Cretaceous,Aptian-Cenomanian,17.1667,-177.3167,-17.8441,-141.001,741,Rudists,,Pacific,,read more
1202,"Horizon Guyot, Mid-Pacific Mountains",,Cretaceous,Lower Cretaceous,Albian-Cenomanian,19,-169,-15.6676,-131.487,741,Rudists,,Pacific,,read more
1203,"Shepard Guyot, Mid Pacific Mountains",,Cretaceous,Lower Cretaceous,Aptian-Cenomanian,19.2333,-179.55,-18.0054,-145.159,741,Rudists,,Pacific,,read more
1204,"Isakow Guyot, Japanese Seamounts, Pacific",,Cretaceous,Lower Cretaceous,Albian-Cenomanian,31.55,151.2167,2.80222,-164.9,741,Rudists,,Pacific,,read more
1205,"Thomas Wash. Guyot, Japanese Seamounts, Pacific",,Cretaceous,Lower Cretaceous,Albian-Cenomanian,32,149.2833,3.81296,-166.274,741,Rudists,,Pacific,,read more
1206,"Resolution Guyot, Mid Pacific Mountains",,Cretaceous,Lower Cretaceous,lower Aptian,21.25,174.3333,-18.125,-150.783,741,Algae,,Pacific,74177,read more
1207,"Guyot K, Marcus Wake Group",,Cretaceous,Lower Cretaceous,Aptian-Cenomanian,23.7,159.5333,-8.55604,-162.854,741,Rudists,,Pacific,,read more
1208,"Guyot M, Japanese Seamounts, Pacific",,Cretaceous,Lower Cretaceous,Aptian-Albian,29.4667,153.3333,-2.63868,-168.014,741,Rudists,,Pacific,,read more
1209,"Menard Guyot, Mid Pacific Mountains",,Cretaceous,Lower Cretaceous,Albian-Cenomanian,20.7333,173.45,-12.7481,-148.337,741,Rudists,,Pacific,,read more
